   0.00000         0.42995         0.00480         0.08556         0.00749
  51.00000	   1.53969	   0.01643	   0.06982	   0.01802
  52.00000	   1.53776	   0.00698	   0.10891	   0.01029
  53.00000	   1.52043	   0.01155	   0.09408	   0.01216
  54.00000	   1.52973	   0.01705	   0.09083	   0.01716
  55.00000	   1.55418	   0.01136	   0.07943	   0.01142
  56.00000	   1.50949	   0.00943	   0.06164	   0.00947
  57.00000	   1.53076	   0.00511	   0.07937	   0.00502
  58.00000	   1.51521	       inf	   0.09140	       inf
  59.00000	   1.50180	   0.00777	   0.06943	   0.00831
  60.00000	   1.55569	   0.01955	   0.09122	   0.01948
  61.00000	   1.49280	   0.00755	   0.04882	   0.00784
  62.00000	   1.50540	   0.01043	   0.08399	   0.01099
  63.00000	   1.46291	   0.00896	   0.05967	   0.01056
  64.00000	   1.48426	   0.00893	   0.05203	   0.00889
  65.00000	   1.47615	       inf	   0.12562	       inf
  66.00000	   1.50922	   0.01734	   0.07710	   0.01746
  67.00000	   1.49144	   0.00306	   0.07144	   0.00308
  68.00000	   1.47972	   0.01619	   0.08446	   0.01640
  69.00000	   1.52060	   0.13037	   0.14789	   0.15363
  70.00000	   1.26635	   0.18937	   0.18481	   0.07266
  71.00000	   1.49556	   0.00473	   0.09582	   0.00488
  72.00000	   1.46051	   0.00341	   0.06129	   0.00341
  73.00000	   1.46907	   0.00692	   0.03416	   0.00587
  74.00000	   1.44269	   0.00613	   0.03843	   0.00641
  75.00000	   1.47337	   0.02258	   0.07342	   0.02274
  76.00000	   1.44430	   0.01311	   0.09313	   0.01338
  77.00000	   1.45076	   0.01200	   0.09107	   0.01257
  78.00000	   1.41839	   0.00685	   0.07053	   0.00740
  79.00000	   1.42157	   0.00492	   0.06829	   0.00491
  80.00000	   1.39230	   0.01908	   0.10146	   0.02151
  81.00000	   1.43761	   0.01009	   0.05485	   0.01013
  82.00000	   1.42947	   0.00956	   0.07609	   0.01081
  83.00000	   1.42341	   0.00813	   0.05281	   0.00816
  84.00000	   1.39826	   0.01346	   0.09312	   0.01469
  85.00000	   1.42638	   0.00557	   0.05949	   0.00577
  86.00000	   1.44230	   0.01218	   0.04978	   0.01208
  87.00000	   1.37192	   0.02368	   0.10919	   0.02227
  88.00000	   1.38904	   0.02221	   0.08932	   0.02449
  89.00000	   1.27924	   0.14740	   0.13702	   0.07460
  90.00000	   1.41098	   0.00702	   0.05169	   0.00707
  91.00000	   1.38747	   0.00284	   0.07551	   0.00288
  92.00000	   1.39429	   0.02025	   0.09077	   0.02255
  93.00000	   1.39779	   0.01665	   0.08504	   0.01878
  94.00000	   1.36130	   0.01279	   0.06805	   0.01353
  95.00000	   1.38247	   0.00300	   0.04522	   0.00300
  96.00000	   1.38624	   0.00834	   0.04593	   0.00843
  97.00000	   1.37091	   0.00573	   0.07336	   0.00643
  98.00000	   1.37598	   0.00594	   0.04417	   0.00593
  99.00000	   1.35166	   0.00558	   0.08883	   0.00636
 100.00000	   1.36197	   0.02729	   0.08303	   0.02867
 101.00000	   1.35947	   0.01140	   0.06362	   0.01248
 102.00000	   1.37600	   0.00569	   0.04192	   0.00590
 103.00000	   1.34355	   0.00260	   0.04745	   0.00272
 104.00000	   1.36076	   0.01383	   0.07236	   0.01487
 105.00000	   1.35146	   0.00693	   0.05171	   0.00733
 106.00000	   1.33133	   0.01181	   0.04332	   0.01199
 107.00000	   1.35037	   0.00596	   0.04680	   0.00598
 108.00000	   1.35894	   0.01542	   0.07181	   0.01583
 109.00000	   1.33903	   0.00903	   0.06787	   0.00944
 110.00000	   1.35697	   0.01874	   0.04183	   0.01298
